,file,Re,alpha,Cl,Cd
0,n0012,3000000.0,-9.0,-0.99,0.011
1,n0012,3000000.0,-5.0,-0.55,0.0075
2,n0012,3000000.0,-3.0,-0.33,0.0068
3,n0012,3000000.0,0.0,0.0,0.0065
4,n0012,3000000.0,3.0,0.33,0.0068
5,n0012,3000000.0,5.0,0.55,0.0075
6,n0012,3000000.0,9.0,0.99,0.012
7,n0012,3000000.0,12.0,1.2272,0.016
8,n0012,3000000.0,14.0,1.4,
9,n0012,3000000.0,16.0,1.5,
