,file,Re,alpha,Cl,Cd
5046,blbap04,30000.0,1.0,0.531,0.0407
5047,blbap04,30000.0,1.25,0.5399,0.04427
5048,blbap04,30000.0,1.5,0.5455,0.04787
5049,blbap04,30000.0,1.75,0.5504,0.05134
5050,blbap04,30000.0,2.0,0.556,0.05472
5051,blbap04,30000.0,2.25,0.5579,0.05836
5052,blbap04,30000.0,2.5,0.5614,0.06184
5053,blbap04,30000.0,2.75,0.5676,0.06509
5054,blbap04,30000.0,3.0,0.5936,0.06729
5055,blbap04,30000.0,3.25,0.6046,0.07013
5056,blbap04,30000.0,3.5,0.604,0.0733
5057,blbap04,30000.0,3.75,0.65,0.07447
5058,blbap04,30000.0,4.0,0.6397,0.07815
5059,blbap04,30000.0,4.25,0.6492,0.08095
5060,blbap04,30000.0,4.5,0.6756,0.08315
5061,blbap04,30000.0,4.75,0.6875,0.08563
5062,blbap04,30000.0,5.0,0.7013,0.08802
5063,blbap04,35000.0,-3.0,-0.054,0.04721
5064,blbap04,35000.0,-2.75,-0.01,0.04461
5065,blbap04,35000.0,-2.5,0.0359,0.04295
5066,blbap04,35000.0,-2.25,0.0748,0.04152
5067,blbap04,35000.0,-2.0,0.0945,0.04012
5068,blbap04,35000.0,-1.75,0.0868,0.03988
5069,blbap04,35000.0,-1.5,0.1442,0.03814
5070,blbap04,35000.0,-1.25,0.2128,0.03622
5071,blbap04,35000.0,-1.0,0.282,0.03426
5072,blbap04,35000.0,-0.75,0.3463,0.03272
5073,blbap04,35000.0,-0.5,0.3985,0.03207
5074,blbap04,35000.0,-0.25,0.4478,0.03139
5075,blbap04,35000.0,0.0,0.4855,0.0283
5076,blbap04,35000.0,0.25,0.5417,0.02862
5077,blbap04,35000.0,0.75,0.6299,0.02993
5078,blbap04,35000.0,1.0,0.6758,0.03067
5079,blbap04,35000.0,1.25,0.7074,0.03185
5080,blbap04,35000.0,1.5,0.7381,0.03315
5081,blbap04,35000.0,1.75,0.7746,0.03441
5082,blbap04,35000.0,2.0,0.8018,0.03601
5083,blbap04,35000.0,2.25,0.826,0.03771
5084,blbap04,35000.0,2.5,0.8573,0.03933
5085,blbap04,35000.0,2.75,0.8776,0.04126
5086,blbap04,35000.0,3.0,0.9017,0.04324
5087,blbap04,35000.0,3.25,0.9196,0.04545
5088,blbap04,35000.0,3.5,0.9341,0.04789
5089,blbap04,35000.0,3.75,0.9545,0.05016
5090,blbap04,35000.0,4.0,0.9694,0.05268
5091,blbap04,35000.0,4.25,0.9818,0.05542
5092,blbap04,35000.0,4.5,1.0068,0.058
5093,blbap04,35000.0,4.75,1.0237,0.06143
5094,blbap04,35000.0,5.0,1.0327,0.06585
5095,blbap04,40000.0,-3.0,-0.0184,0.04527
5096,blbap04,40000.0,-2.75,0.0161,0.04284
5097,blbap04,40000.0,-2.5,0.0478,0.04089
5098,blbap04,40000.0,-2.25,0.0743,0.03944
5099,blbap04,40000.0,-2.0,0.0651,0.03921
5100,blbap04,40000.0,-1.75,0.1146,0.0377
5101,blbap04,40000.0,-1.5,0.1848,0.03553
5102,blbap04,40000.0,-1.25,0.2589,0.03331
5103,blbap04,40000.0,-1.0,0.3423,0.0312
5104,blbap04,40000.0,-0.75,0.4114,0.03012
5105,blbap04,40000.0,-0.5,0.464,0.02937
5106,blbap04,40000.0,-0.25,0.5099,0.0289
5107,blbap04,45000.0,-3.0,-0.0048,0.04314
5108,blbap04,45000.0,-2.75,0.0263,0.04107
5109,blbap04,45000.0,-2.5,0.0612,0.03998
5110,blbap04,45000.0,-2.25,0.0803,0.03917
5111,blbap04,45000.0,-2.0,0.0741,0.03874
5112,blbap04,45000.0,-1.75,0.1795,0.03429
5113,blbap04,45000.0,-1.5,0.293,0.03111
5114,blbap04,45000.0,-1.25,0.3542,0.03026
5115,blbap04,45000.0,-0.75,0.4472,0.02951
5116,blbap04,45000.0,-0.5,0.4906,0.02938
5117,blbap04,45000.0,-0.25,0.531,0.02926
5118,blbap04,45000.0,0.0,0.5607,0.02682
5119,blbap04,45000.0,0.25,0.6026,0.02779
5120,blbap04,45000.0,0.5,0.6402,0.02886
5121,blbap04,45000.0,0.75,0.6759,0.03004
5122,blbap04,45000.0,1.0,0.7101,0.03147
5123,blbap04,45000.0,1.25,0.7417,0.03324
5124,blbap04,45000.0,1.5,0.7701,0.03542
5125,blbap04,45000.0,1.75,0.7949,0.03812
5126,blbap04,45000.0,2.0,0.8157,0.04179
5127,blbap04,45000.0,2.25,0.8295,0.04545
5128,blbap04,45000.0,2.5,0.8343,0.05057
5129,blbap04,45000.0,2.75,0.8446,0.05541
5130,blbap04,45000.0,3.0,0.8554,0.05784
5131,blbap04,45000.0,3.25,0.8692,0.06089
5132,blbap04,45000.0,3.5,0.8845,0.06496
5133,blbap04,45000.0,3.75,0.896,0.06667
5134,blbap04,45000.0,4.0,0.906,0.06879
5135,blbap04,45000.0,4.5,0.9266,0.0742
5136,blbap04,45000.0,4.75,0.9424,0.07859
5137,blbap04,45000.0,5.0,0.9412,0.08001
5138,blbap05,5000.0,-3.0,-0.0795,0.0752
5139,blbap05,5000.0,-2.75,-0.083,0.07263
5140,blbap05,5000.0,-2.5,-0.0886,0.06998
5141,blbap05,5000.0,-2.25,-0.0955,0.06726
5142,blbap05,5000.0,-2.0,-0.0962,0.06465
5143,blbap05,5000.0,-1.75,-0.0708,0.06273
5144,blbap05,5000.0,-1.5,-0.0211,0.06226
5145,blbap05,5000.0,-1.25,0.0215,0.06256
5146,blbap05,5000.0,-1.0,0.0546,0.06303
5147,blbap05,5000.0,-0.75,0.0825,0.06358
5148,blbap05,5000.0,-0.5,0.1074,0.06423
5149,blbap05,5000.0,-0.25,0.1298,0.06503
5150,blbap05,5000.0,0.0,0.1499,0.06601
5151,blbap05,5000.0,0.25,0.1673,0.06724
5152,blbap05,5000.0,0.5,0.1815,0.06877
5153,blbap05,5000.0,0.75,0.1925,0.07064
5154,blbap05,5000.0,1.0,0.2009,0.07276
5155,blbap05,5000.0,1.25,0.2084,0.07504
5156,blbap05,5000.0,1.5,0.2162,0.07735
5157,blbap05,5000.0,1.75,0.2246,0.07966
5158,blbap05,5000.0,2.0,0.2337,0.08196
5159,blbap05,5000.0,2.25,0.2434,0.08425
5160,blbap05,5000.0,2.5,0.2537,0.08655
5161,blbap05,5000.0,2.75,0.2644,0.08886
5162,blbap05,5000.0,3.0,0.2753,0.09118
5163,blbap05,5000.0,3.25,0.2865,0.0935
5164,blbap05,5000.0,3.5,0.2979,0.09585
5165,blbap05,5000.0,3.75,0.3095,0.0982
5166,blbap05,5000.0,4.0,0.3212,0.10057
5167,blbap05,5000.0,4.25,0.333,0.10295
5168,blbap05,5000.0,4.5,0.3449,0.10535
5169,blbap05,5000.0,4.75,0.3569,0.10776
5170,blbap05,5000.0,5.0,0.3689,0.11019
5171,blbap05,8000.0,-3.0,-0.3286,0.07202
5172,blbap05,8000.0,-2.75,-0.305,0.06904
5173,blbap05,8000.0,-2.5,-0.2784,0.06624
5174,blbap05,8000.0,-2.25,-0.2476,0.06357
5175,blbap05,8000.0,-2.0,-0.2118,0.06107
5176,blbap05,8000.0,-1.75,-0.1581,0.05864
5177,blbap05,8000.0,-1.5,-0.0589,0.0553
5178,blbap05,8000.0,-1.25,-0.0432,0.05316
5179,blbap05,8000.0,-1.0,0.0245,0.05274
5180,blbap05,8000.0,-0.75,0.0807,0.05361
5181,blbap05,8000.0,-0.5,0.1142,0.0546
5182,blbap05,8000.0,-0.25,0.1377,0.05579
5183,blbap05,8000.0,0.0,0.154,0.05739
5184,blbap05,8000.0,0.25,0.1634,0.05953
5185,blbap05,8000.0,0.5,0.1689,0.06203
5186,blbap05,8000.0,0.75,0.1748,0.06455
5187,blbap05,8000.0,1.0,0.1822,0.067
5188,blbap05,8000.0,1.25,0.1912,0.06939
5189,blbap05,8000.0,1.5,0.2011,0.07174
5190,blbap05,8000.0,1.75,0.2117,0.07407
5191,blbap05,8000.0,2.0,0.2228,0.07639
5192,blbap05,8000.0,2.25,0.2343,0.07871
5193,blbap05,8000.0,2.5,0.2461,0.08103
5194,blbap05,8000.0,2.75,0.2581,0.08336
5195,blbap05,8000.0,3.0,0.2703,0.0857
5196,blbap05,8000.0,3.25,0.2826,0.08806
5197,blbap05,8000.0,3.5,0.2951,0.09043
5198,blbap05,8000.0,3.75,0.3076,0.09283
5199,blbap05,8000.0,4.0,0.3201,0.09525
5200,blbap05,8000.0,4.25,0.3327,0.0977
5201,blbap05,8000.0,4.5,0.3453,0.10017
5202,blbap05,8000.0,4.75,0.3579,0.10266
5203,blbap05,8000.0,5.0,0.3705,0.10517
5204,blbap05,12000.0,-3.0,-0.2585,0.06449
5205,blbap05,12000.0,-2.75,-0.2184,0.06196
5206,blbap05,12000.0,-2.5,-0.179,0.05969
5207,blbap05,12000.0,-2.25,-0.1416,0.05768
5208,blbap05,12000.0,-2.0,-0.1022,0.05596
5209,blbap05,12000.0,-1.75,-0.0636,0.05444
5210,blbap05,12000.0,-1.5,-0.0259,0.05315
5211,blbap05,12000.0,-1.25,0.0064,0.05188
5212,blbap05,12000.0,-1.0,0.0346,0.05064
5213,blbap05,12000.0,-0.75,0.0569,0.04928
5214,blbap05,12000.0,-0.5,0.0696,0.04795
5215,blbap05,12000.0,-0.25,0.1104,0.05057
5216,blbap05,12000.0,0.0,0.1225,0.05365
5217,blbap05,12000.0,0.25,0.133,0.05653
5218,blbap05,12000.0,0.5,0.1444,0.05914
5219,blbap05,12000.0,0.75,0.1561,0.06159
5220,blbap05,12000.0,1.0,0.1681,0.06396
5221,blbap05,12000.0,1.25,0.1803,0.06628
5222,blbap05,12000.0,1.5,0.1927,0.06858
5223,blbap05,12000.0,1.75,0.2054,0.07088
5224,blbap05,12000.0,2.0,0.2183,0.07317
5225,blbap05,12000.0,2.25,0.2313,0.07548
5226,blbap05,12000.0,2.5,0.2444,0.0778
5227,blbap05,12000.0,2.75,0.2576,0.08014
5228,blbap05,12000.0,3.0,0.2708,0.0825
5229,blbap05,12000.0,3.25,0.284,0.08488
5230,blbap05,12000.0,3.5,0.2972,0.08729
5231,blbap05,12000.0,3.75,0.3104,0.08973
5232,blbap05,12000.0,4.0,0.3235,0.09219
5233,blbap05,12000.0,4.25,0.3366,0.09468
5234,blbap05,12000.0,4.5,0.3496,0.09719
5235,blbap05,12000.0,4.75,0.3626,0.09973
5236,blbap05,12000.0,5.0,0.3755,0.1023
5237,blbap05,18000.0,-3.0,-0.1936,0.05863
5238,blbap05,18000.0,-2.75,-0.1571,0.05642
5239,blbap05,18000.0,-2.5,-0.1187,0.05456
5240,blbap05,18000.0,-2.25,-0.0803,0.053
5241,blbap05,18000.0,-2.0,-0.0423,0.05171
5242,blbap05,18000.0,-1.75,-0.0052,0.05068
5243,blbap05,18000.0,-1.5,0.0294,0.04981
5244,blbap05,18000.0,-1.25,0.0602,0.04922
5245,blbap05,18000.0,-1.0,0.0871,0.04932
5246,blbap05,18000.0,-0.75,0.1056,0.0506
5247,blbap05,18000.0,-0.5,0.1968,0.04962
5248,blbap05,18000.0,-0.25,0.2403,0.04815
5249,blbap05,18000.0,0.0,0.2679,0.04726
5250,blbap05,18000.0,0.25,0.3066,0.04878
5251,blbap05,18000.0,0.5,0.3392,0.05042
5252,blbap05,18000.0,0.75,0.3749,0.05195
5253,blbap05,18000.0,1.0,0.3971,0.05396
5254,blbap05,18000.0,1.25,0.4268,0.05575
5255,blbap05,18000.0,1.5,0.4445,0.05816
5256,blbap05,18000.0,1.75,0.4638,0.06074
5257,blbap05,18000.0,2.0,0.4732,0.06395
5258,blbap05,18000.0,2.25,0.4783,0.06739
5259,blbap05,18000.0,2.5,0.4857,0.07078
5260,blbap05,18000.0,2.75,0.4968,0.07407
5261,blbap05,18000.0,3.0,0.4885,0.0777
5262,blbap05,18000.0,3.25,0.4895,0.08113
5263,blbap05,18000.0,3.5,0.4866,0.0846
5264,blbap05,18000.0,3.75,0.4927,0.08835
5265,blbap05,18000.0,4.0,0.4687,0.09167
5266,blbap05,18000.0,4.25,0.4588,0.09518
5267,blbap05,18000.0,5.0,0.3821,0.10038
5268,blbap05,22000.0,-3.0,-0.1857,0.05612
5269,blbap05,22000.0,-2.75,-0.1415,0.05401
5270,blbap05,22000.0,-2.5,-0.1019,0.0524
5271,blbap05,22000.0,-2.25,-0.0652,0.05085
5272,blbap05,22000.0,-2.0,-0.0285,0.04961
5273,blbap05,22000.0,-1.75,0.007,0.04868
5274,blbap05,22000.0,-1.5,0.0403,0.0481
5275,blbap05,22000.0,-1.25,0.1022,0.04718
5276,blbap05,22000.0,-1.0,0.1891,0.04492
5277,blbap05,22000.0,-0.75,0.2239,0.04358
5278,blbap05,22000.0,-0.5,0.2548,0.04322
5279,blbap05,22000.0,-0.25,0.3016,0.04183
5280,blbap05,22000.0,0.0,0.3411,0.03861
5281,blbap05,22000.0,0.25,0.4027,0.03828
5282,blbap05,22000.0,0.5,0.4636,0.03779
5283,blbap05,22000.0,0.75,0.5301,0.03748
5284,blbap05,22000.0,1.0,0.5722,0.03844
5285,blbap05,22000.0,1.25,0.6113,0.03961
5286,blbap05,22000.0,1.5,0.6478,0.04098
5287,blbap05,22000.0,1.75,0.6859,0.04233
5288,blbap05,22000.0,2.0,0.703,0.04487
5289,blbap05,22000.0,2.25,0.7121,0.0481
5290,blbap05,22000.0,2.5,0.637,0.05746
5291,blbap05,22000.0,2.75,0.6331,0.06247
5292,blbap05,22000.0,3.0,0.5911,0.06966
5293,blbap05,22000.0,3.25,0.5681,0.07521
5294,blbap05,22000.0,3.5,0.5503,0.08015
5295,blbap05,22000.0,3.75,0.5317,0.08475
5296,blbap05,22000.0,4.0,0.5199,0.08909
5297,blbap05,22000.0,4.25,0.4939,0.0934
5298,blbap05,22000.0,4.75,0.3727,0.09708
5299,blbap05,22000.0,5.0,0.3858,0.09973
5300,blbap05,26000.0,-3.0,-0.1705,0.05422
5301,blbap05,26000.0,-2.75,-0.1299,0.05247
5302,blbap05,26000.0,-2.5,-0.0945,0.05062
5303,blbap05,26000.0,-2.25,-0.0581,0.04909
5304,blbap05,26000.0,-2.0,-0.0209,0.04791
5305,blbap05,26000.0,-1.75,0.0635,0.04598
5306,blbap05,26000.0,-1.5,0.1444,0.04336
5307,blbap05,26000.0,-1.25,0.1762,0.04164
5308,blbap05,26000.0,-1.0,0.1833,0.04136
5309,blbap05,26000.0,-0.75,0.2537,0.03896
5310,blbap05,26000.0,-0.5,0.3392,0.03589
5311,blbap05,26000.0,-0.25,0.4014,0.03149
5312,blbap05,26000.0,0.0,0.4692,0.0314
5313,blbap05,26000.0,0.25,0.5192,0.03194
5314,blbap05,26000.0,0.5,0.5662,0.03258
5315,blbap05,26000.0,0.75,0.6109,0.03333
5316,blbap05,26000.0,1.0,0.6492,0.0342
5317,blbap05,26000.0,1.25,0.685,0.03519
5318,blbap05,26000.0,1.5,0.7186,0.03631
5319,blbap05,26000.0,1.75,0.7502,0.03759
5320,blbap05,26000.0,2.0,0.7801,0.03906
5321,blbap05,26000.0,2.25,0.8085,0.04076
5322,blbap05,26000.0,2.5,0.8228,0.04319
5323,blbap05,26000.0,2.75,0.805,0.0478
5324,blbap05,26000.0,3.0,0.7944,0.05281
5325,blbap05,26000.0,3.5,0.6059,0.07603
5326,blbap05,26000.0,3.75,0.557,0.08284
5327,blbap05,26000.0,4.0,0.5269,0.08866
5328,blbap05,26000.0,4.5,0.3626,0.09402
5329,blbap05,26000.0,4.75,0.3759,0.09666
5330,blbap05,26000.0,5.0,0.3892,0.09932
5331,blbap05,30000.0,-3.0,-0.1633,0.05283
5332,blbap05,30000.0,-2.75,-0.1215,0.05108
5333,blbap05,30000.0,-2.5,-0.0636,0.04874
5334,blbap05,30000.0,-2.25,0.0148,0.04605
5335,blbap05,30000.0,-2.0,0.0849,0.04343
5336,blbap05,30000.0,-1.75,0.128,0.04134
5337,blbap05,30000.0,-1.5,0.109,0.0411
5338,blbap05,30000.0,-1.25,0.2047,0.03769
5339,blbap05,30000.0,-1.0,0.3136,0.03482
5340,blbap05,30000.0,-0.75,0.3763,0.03376
5341,blbap05,30000.0,-0.5,0.4267,0.03303
5342,blbap05,30000.0,-0.25,0.4591,0.02995
5343,blbap05,30000.0,0.0,0.51,0.0306
5344,blbap05,30000.0,0.25,0.5549,0.03121
5345,blbap05,30000.0,0.5,0.5976,0.03187
5346,blbap05,30000.0,0.75,0.6391,0.03262
5347,blbap05,30000.0,1.0,0.6792,0.03347
5348,blbap05,30000.0,1.25,0.7163,0.03434
5349,blbap05,30000.0,1.5,0.749,0.03516
5350,blbap05,30000.0,1.75,0.7813,0.03613
5351,blbap05,30000.0,2.0,0.8145,0.03729
5352,blbap05,30000.0,2.25,0.8435,0.03869
5353,blbap05,30000.0,2.5,0.8673,0.0404
5354,blbap05,30000.0,2.75,0.876,0.04281
5355,blbap05,30000.0,3.0,0.877,0.04639
5356,blbap05,30000.0,3.25,0.7612,0.05863
5357,blbap05,30000.0,3.5,0.6071,0.07594
5358,blbap05,30000.0,3.75,0.5172,0.08482
5359,blbap05,30000.0,4.5,0.3655,0.09373
5360,blbap05,30000.0,4.75,0.3789,0.09638
5361,blbap05,30000.0,5.0,0.3922,0.09907
5362,blbap05,35000.0,-3.0,-0.0545,0.0487
5363,blbap05,35000.0,-2.75,-0.0043,0.04571
5364,blbap05,35000.0,-2.5,0.0437,0.04322
5365,blbap05,35000.0,-2.25,0.0694,0.04153
5366,blbap05,35000.0,-2.0,0.0588,0.04108
5367,blbap05,35000.0,-1.75,0.2084,0.03588
5368,blbap05,35000.0,-1.5,0.2926,0.03521
5369,blbap05,35000.0,-1.25,0.3642,0.03505
5370,blbap05,35000.0,-1.0,0.4222,0.03493
5371,blbap05,35000.0,-0.5,0.5034,0.0339
5372,blbap05,35000.0,-0.25,0.5338,0.03135
5373,blbap05,35000.0,0.0,0.5749,0.03195
5374,blbap05,35000.0,0.25,0.6131,0.0326
5375,blbap05,35000.0,0.5,0.6495,0.0333
5376,blbap05,35000.0,0.75,0.6847,0.03397
5377,blbap05,35000.0,1.0,0.7196,0.03457
5378,blbap05,35000.0,1.25,0.7553,0.03524
5379,blbap05,35000.0,1.5,0.7844,0.03542
5380,blbap05,35000.0,1.75,0.8152,0.03599
5381,blbap05,35000.0,2.0,0.8471,0.03685
5382,blbap05,35000.0,2.25,0.8722,0.03762
5383,blbap05,35000.0,2.5,0.8926,0.03878
5384,blbap05,35000.0,2.75,0.9137,0.04064
5385,blbap05,35000.0,3.0,0.9051,0.04413
5386,blbap05,35000.0,3.5,0.5847,0.07699
5387,blbap05,35000.0,4.0,0.5681,0.08521
5388,blbap05,35000.0,4.25,0.5787,0.08859
5389,blbap05,35000.0,4.75,0.5888,0.09485
5390,blbap05,35000.0,5.0,0.5877,0.09733
5391,blbap05,40000.0,-3.0,-0.0054,0.045
5392,blbap05,40000.0,-2.75,0.01,0.04316
5393,blbap05,40000.0,-2.5,0.0068,0.04231
5394,blbap05,40000.0,-2.25,0.2096,0.03706
5395,blbap05,40000.0,-2.0,0.2824,0.03662
5396,blbap05,40000.0,-1.75,0.3478,0.03668
5397,blbap05,40000.0,-1.5,0.394,0.03654
5398,blbap05,40000.0,-1.25,0.4321,0.03625
5399,blbap05,40000.0,-1.0,0.4685,0.03593
5400,blbap05,40000.0,-0.75,0.5037,0.03566
5401,blbap05,40000.0,-0.5,0.5383,0.03534
5402,blbap05,40000.0,-0.25,0.5636,0.03268
5403,blbap05,40000.0,0.0,0.5997,0.03337
5404,blbap05,40000.0,0.25,0.6334,0.03405
5405,blbap05,40000.0,0.5,0.667,0.03476
5406,blbap05,40000.0,0.75,0.7007,0.03543
5407,blbap05,40000.0,1.0,0.7308,0.03486
5408,blbap05,40000.0,1.25,0.7623,0.03499
5409,blbap05,40000.0,1.5,0.7949,0.0355
5410,blbap05,40000.0,1.75,0.8284,0.03626
5411,blbap05,40000.0,2.0,0.8571,0.03613
5412,blbap05,40000.0,2.25,0.8854,0.03654
5413,blbap05,40000.0,2.5,0.9082,0.03758
5414,blbap05,40000.0,2.75,0.9242,0.0395
5415,blbap05,40000.0,3.0,0.9308,0.04261
5416,blbap05,40000.0,3.25,0.8569,0.05076
5417,blbap05,40000.0,3.5,0.7441,0.06351
5418,blbap05,40000.0,4.0,0.7442,0.07206
5419,blbap05,40000.0,4.25,0.7144,0.07746
5420,blbap05,40000.0,4.5,0.7124,0.08081
5421,blbap05,40000.0,4.75,0.7396,0.0828
5422,blbap05,40000.0,5.0,0.7464,0.08558
5423,blbap05,45000.0,-2.75,0.168,0.03871
5424,blbap05,45000.0,-2.5,0.2508,0.03811
5425,blbap05,45000.0,-2.25,0.2984,0.03769
5426,blbap05,45000.0,-2.0,0.3461,0.03781
5427,blbap05,45000.0,-1.75,0.3869,0.03816
5428,blbap05,45000.0,-1.5,0.4213,0.03804
5429,blbap05,45000.0,-1.25,0.4544,0.0379
5430,blbap05,45000.0,-1.0,0.4859,0.03767
5431,blbap05,45000.0,-0.75,0.5171,0.0377
5432,blbap05,45000.0,-0.5,0.5483,0.03775
5433,blbap05,45000.0,-0.25,0.58,0.03756
5434,blbap05,45000.0,0.0,0.6035,0.03485
5435,blbap05,45000.0,0.25,0.6364,0.03442
5436,blbap05,45000.0,0.5,0.6694,0.03442
5437,blbap05,45000.0,0.75,0.703,0.03493
5438,blbap05,45000.0,1.0,0.7366,0.03553
5439,blbap05,45000.0,1.25,0.768,0.03469
5440,blbap05,45000.0,1.5,0.8011,0.0348
5441,blbap05,45000.0,1.75,0.8352,0.03478
5442,blbap05,45000.0,2.0,0.8659,0.03462
5443,blbap05,45000.0,2.25,0.8919,0.03518
5444,blbap05,45000.0,2.5,0.9187,0.03667
5445,blbap05,45000.0,2.75,0.9434,0.03844
5446,blbap05,45000.0,3.0,0.9628,0.04049
5447,blbap05,45000.0,3.25,0.9788,0.04277
5448,blbap05,45000.0,3.5,0.9915,0.0453
5449,blbap05,45000.0,3.75,0.9935,0.04844
5450,blbap05,45000.0,4.0,1.0219,0.05078
5451,blbap05,45000.0,4.25,1.03,0.05403
5452,blbap05,45000.0,4.5,1.0142,0.05864
5453,blbap05,45000.0,4.75,0.9959,0.06383
5454,blbap06,5000.0,-3.0,-0.0647,0.07512
5455,blbap06,5000.0,-2.75,-0.0696,0.07267
5456,blbap06,5000.0,-2.5,-0.0765,0.07011
5457,blbap06,5000.0,-2.25,-0.0847,0.06748
5458,blbap06,5000.0,-2.0,-0.0863,0.06495
5459,blbap06,5000.0,-1.75,-0.0618,0.0631
5460,blbap06,5000.0,-1.5,-0.0134,0.06266
5461,blbap06,5000.0,-1.25,0.0283,0.06294
5462,blbap06,5000.0,-1.0,0.061,0.06335
5463,blbap06,5000.0,-0.75,0.0891,0.0638
5464,blbap06,5000.0,-0.5,0.1147,0.06429
5465,blbap06,5000.0,-0.25,0.1389,0.06484
5466,blbap06,5000.0,0.0,0.1619,0.06546
5467,blbap06,5000.0,0.25,0.1839,0.06618
5468,blbap06,5000.0,0.5,0.2048,0.067
5469,blbap06,5000.0,0.75,0.2244,0.06797
5470,blbap06,5000.0,1.0,0.2425,0.06911
5471,blbap06,5000.0,1.25,0.2587,0.07048
5472,blbap06,5000.0,1.5,0.2722,0.07216
5473,blbap06,5000.0,1.75,0.2826,0.0742
5474,blbap06,5000.0,2.0,0.29,0.07661
5475,blbap06,5000.0,2.25,0.2952,0.07931
5476,blbap06,5000.0,2.5,0.2998,0.08216
5477,blbap06,5000.0,2.75,0.3048,0.08504
5478,blbap06,5000.0,3.0,0.3108,0.0879
5479,blbap06,5000.0,3.25,0.3177,0.09073
5480,blbap06,5000.0,3.5,0.3255,0.0935
5481,blbap06,5000.0,3.75,0.3339,0.09623
5482,blbap06,5000.0,4.0,0.3429,0.09892
5483,blbap06,5000.0,4.25,0.3524,0.10159
5484,blbap06,5000.0,4.5,0.3624,0.10423
5485,blbap06,5000.0,4.75,0.3726,0.10687
5486,blbap06,5000.0,5.0,0.3831,0.10949
5487,blbap06,8000.0,-3.0,-0.3135,0.07193
5488,blbap06,8000.0,-2.75,-0.2904,0.06906
5489,blbap06,8000.0,-2.5,-0.2662,0.06635
5490,blbap06,8000.0,-2.25,-0.2368,0.06377
5491,blbap06,8000.0,-2.0,-0.2024,0.06134
5492,blbap06,8000.0,-1.75,-0.1498,0.05896
5493,blbap06,8000.0,-1.5,-0.0527,0.05564
5494,blbap06,8000.0,-1.25,-0.0372,0.05345
5495,blbap06,8000.0,-1.0,0.0319,0.05296
5496,blbap06,8000.0,-0.75,0.0881,0.05363
5497,blbap06,8000.0,-0.5,0.1235,0.05428
5498,blbap06,8000.0,-0.25,0.1517,0.0549
5499,blbap06,8000.0,0.0,0.1767,0.05557
5500,blbap06,8000.0,0.25,0.1998,0.05634
5501,blbap06,8000.0,0.5,0.2211,0.05726
5502,blbap06,8000.0,0.75,0.2401,0.05842
5503,blbap06,8000.0,1.0,0.2555,0.05997
5504,blbap06,8000.0,1.25,0.265,0.06216
5505,blbap06,8000.0,1.5,0.2671,0.06517
5506,blbap06,8000.0,1.75,0.266,0.06862
5507,blbap06,8000.0,2.0,0.267,0.07201
5508,blbap06,8000.0,2.25,0.2707,0.07519
5509,blbap06,8000.0,2.5,0.2766,0.07819
5510,blbap06,8000.0,2.75,0.284,0.08106
5511,blbap06,8000.0,3.0,0.2925,0.08383
5512,blbap06,8000.0,3.25,0.3019,0.08655
5513,blbap06,8000.0,3.5,0.3118,0.08923
5514,blbap06,8000.0,3.75,0.3222,0.09187
5515,blbap06,8000.0,4.0,0.333,0.09452
5516,blbap06,8000.0,4.25,0.3441,0.09716
5517,blbap06,8000.0,4.5,0.3553,0.09979
5518,blbap06,8000.0,4.75,0.3668,0.10243
5519,blbap06,8000.0,5.0,0.3784,0.10507
5520,blbap06,12000.0,-3.0,-0.2457,0.06446
5521,blbap06,12000.0,-2.75,-0.2075,0.06204
5522,blbap06,12000.0,-2.5,-0.1702,0.05988
5523,blbap06,12000.0,-2.25,-0.1346,0.05795
5524,blbap06,12000.0,-2.0,-0.097,0.05629
5525,blbap06,12000.0,-1.75,-0.0598,0.0548
5526,blbap06,12000.0,-1.5,-0.0232,0.05348
5527,blbap06,12000.0,-1.25,0.0084,0.05211
5528,blbap06,12000.0,-1.0,0.0369,0.05067
5529,blbap06,12000.0,-0.75,0.0599,0.04886
5530,blbap06,12000.0,-0.5,0.1026,0.04709
5531,blbap06,12000.0,-0.25,0.1554,0.04805
5532,blbap06,12000.0,0.0,0.1875,0.04885
5533,blbap06,12000.0,0.25,0.2129,0.04972
5534,blbap06,12000.0,0.5,0.234,0.05085
5535,blbap06,12000.0,0.75,0.2483,0.05264
5536,blbap06,12000.0,1.0,0.2459,0.05612
5537,blbap06,12000.0,1.25,0.2352,0.06069
5538,blbap06,12000.0,1.5,0.2333,0.06451
5539,blbap06,12000.0,1.75,0.2371,0.06779
5540,blbap06,12000.0,2.0,0.2439,0.07077
5541,blbap06,12000.0,2.25,0.2524,0.07359
5542,blbap06,12000.0,2.5,0.2621,0.07632
5543,blbap06,12000.0,2.75,0.2725,0.07898
5544,blbap06,12000.0,3.0,0.2835,0.08161
5545,blbap06,12000.0,3.25,0.2949,0.08422
5546,blbap06,12000.0,3.5,0.3066,0.08682
5547,blbap06,12000.0,3.75,0.3184,0.08942
5548,blbap06,12000.0,4.0,0.3305,0.09203
5549,blbap06,12000.0,4.25,0.3426,0.09464
5550,blbap06,12000.0,4.5,0.3548,0.09727
5551,blbap06,12000.0,4.75,0.3671,0.09991
5552,blbap06,12000.0,5.0,0.3793,0.10256
5553,blbap06,18000.0,-3.0,-0.1833,0.05866
5554,blbap06,18000.0,-2.75,-0.1487,0.05657
5555,blbap06,18000.0,-2.5,-0.1125,0.05482
