EPPLER 335 BL2 AIRFOIL
1.00000  0.00000
0.99620  0.00015
0.98526  0.00099
0.96810  0.00274
0.94525  0.00502
0.91674  0.00769
0.88285  0.01102
0.84415  0.01520
0.80133  0.02027
0.75511  0.02620
0.70624  0.03288
0.65548  0.04013
0.60359  0.04772
0.55129  0.05538
0.49925  0.06279
0.44809  0.06962
0.39837  0.07556
0.35056  0.08029
0.30509  0.08353
0.26233  0.08429
0.22238  0.08429
     0.183631    0.084290
     0.155666    0.084290
     0.091815    0.084290
     0.077833    0.084290
     0.064827    0.081540
     0.052832    0.076870
     0.041885    0.070540
     0.032056    0.062840
     0.023429    0.054070
     0.016065    0.044520
     0.010034    0.034500
     0.005383    0.024330
     0.002142    0.014410
     0.000357    0.005300
     0.000221    0.004060
     0.000042    0.001710
     0.000007    0.000240
0.00006 -0.00114
0.00017 -0.00178
0.00033 -0.00239
0.00056 -0.00294
0.00088 -0.00346
0.00131 -0.00397
0.00182 -0.00448
0.00306 -0.00549
0.00458 -0.00649
0.00733 -0.00799
0.01795 -0.01217
0.03563 -0.01681
0.05869 -0.02105
0.08689 -0.02492
0.11995 -0.02852
0.15740 -0.03199
0.19864 -0.03538
0.24305 -0.03860
0.29004 -0.04156
0.33904 -0.04411
0.38953 -0.04615
0.44098 -0.04762
0.49282 -0.04848
0.54451 -0.04869
0.59548 -0.04869
0.64518 -0.04869
0.69308 -0.04869
0.73865 -0.04869
0.78138 -0.04869
0.82079 -0.04869
0.85684 -0.04869
0.88999 -0.04869
0.92015 -0.04869
0.94657 -0.04869
0.96854 -0.04869
0.98540 -0.04869
0.99623 -0.04869
1.00000  -0.04869
