mta3 300.2.14.15.2.c13
     1.000000   -0.001943
     0.992739   -0.000856
     0.980299    0.001053
     0.966242    0.003252
     0.951294    0.005466
     0.936120    0.007685
     0.921542    0.010114
     0.907969    0.012751
     0.894944    0.014984
     0.881745    0.016763
     0.868738    0.018576
     0.856330    0.019913
     0.843859    0.020719
     0.830600    0.021926
     0.816091    0.023676
     0.800988    0.025482
     0.787014    0.027043
     0.774496    0.027868
     0.762600    0.028339
     0.750679    0.029367
     0.738154    0.030665
     0.724488    0.031614
     0.709468    0.032679
     0.693511    0.034107
     0.677264    0.035502
     0.660107    0.036465
     0.641215    0.037281
     0.621357    0.038138
     0.601450    0.038960
     0.581664    0.039703
     0.562208    0.040414
     0.543782    0.041125
     0.526190    0.041445
     0.507951    0.041381
     0.488547    0.041388
     0.468359    0.041387
     0.447669    0.041387
     0.426721    0.041387
     0.405646    0.041387
     0.384512    0.041387
     0.363351    0.041387
     0.342179    0.041387
     0.321002    0.041387
     0.299823    0.041387
     0.278645    0.041387
     0.257472    0.041387
     0.236310    0.041387
     0.215172    0.041387
     0.194091    0.041387
     0.173134    0.041387
     0.152446    0.041387
     0.132318    0.041387
     0.113260    0.041387
     0.095970    0.041387
     0.081051    0.041387
     0.068686    0.041386
     0.058617    0.041389
     0.050394    0.041382
     0.043567    0.041387
     0.037781    0.041078
     0.032719    0.040048
     0.028157    0.038593
     0.024026    0.036887
     0.020343    0.034887
     0.017118    0.032530
     0.014204    0.030040
     0.011554    0.027521
     0.009242    0.024917
     0.007284    0.022224
     0.005641    0.019485
     0.004271    0.016744
     0.003153    0.014026
     0.002246    0.011356
     0.001477    0.008767
     0.000828    0.006273
     0.000345    0.003864
     0.000062    0.001536
     0.000010   -0.000715
     0.000209   -0.002942
     0.000884   -0.005074
     0.002263   -0.006878
     0.004269   -0.008126
     0.006709   -0.008594
     0.009446   -0.008608
     0.012454   -0.008608
     0.015804   -0.008608
     0.019569   -0.008608
     0.023853   -0.008608
     0.028793   -0.008608
     0.034581   -0.008608
     0.041482   -0.008608
     0.049850   -0.008608
     0.060124   -0.008608
     0.072733   -0.008608
     0.087885   -0.008608
     0.105343   -0.008608
     0.124501   -0.008608
     0.144684   -0.008608
     0.165402   -0.008608
     0.186375   -0.008608
     0.207464   -0.008608
     0.228605   -0.008608
     0.249769   -0.008608
     0.270943   -0.008608
     0.292122   -0.008608
     0.313303   -0.008608
     0.334485   -0.008608
     0.355667   -0.008608
     0.376849   -0.008608
     0.398031   -0.008608
     0.419214   -0.008608
     0.440396   -0.008608
     0.461579   -0.008608
     0.482761   -0.008608
     0.503943   -0.008608
     0.525126   -0.008608
     0.546308   -0.008608
     0.567491   -0.008608
     0.588673   -0.008608
     0.609855   -0.008608
     0.631038   -0.008608
     0.652220   -0.008608
     0.673402   -0.008608
     0.694585   -0.008608
     0.715767   -0.008608
     0.736949   -0.008608
     0.758130   -0.008608
     0.779309   -0.008608
     0.800485   -0.008608
     0.821653   -0.008608
     0.842803   -0.008608
     0.863911   -0.008608
     0.884927   -0.008608
     0.905738   -0.008608
     0.926110   -0.008608
     0.945608   -0.008608
     0.963576   -0.008608
     0.979336   -0.008608
     0.992555   -0.008608
     1.000000   -0.008608
