file,Re,alpha,Cl,Cd
s809,2000000.0,-9.0,-0.74,0.0179
s809,2000000.0,-5.0,-0.592,0.016
s809,2000000.0,-3.0,-0.32,0.0139
s809,2000000.0,0.0,0.147,0.007
s809,2000000.0,3.0,0.507,0.0071
s809,2000000.0,5.0,0.745,0.0071
s809,2000000.0,9.0,1.024,0.0201
s809,2000000.0,12.0,0.986,0.0771
s809,2000000.0,14.0,1.107,0.0868
s809,2000000.0,16.0,1.04,0.1483
