file,Re,alpha,Cl,Cd
s809,3000000.0,0.0,0.147,0.0061
s809,3000000.0,3.0,0.506,0.0061
s809,3000000.0,5.0,0.721,0.0071
s809,3000000.0,9.0,1.044,0.0183
